scenario,estimate_index,now_us,fsm_state,tg_us,W_sec,S_sec,tau_hat_sec,m1_hat,m2_hat,m3_hat,Y_hat,sigma_Y,has_significance,is_low_rate,is_degraded,is_stats_bound,insufficient_statistics,model_mismatch,debug_event_count,debug_bins_with_counts
sudden_jump_rate,23,8208550,Track,500,2,1,0.000125,1.48625,2.2560000000000002,3.459,0.03166421362489484,0.02247491770161123,False,False,False,False,True,False,5946,5518
sudden_jump_rate,24,9208550,Track,500,2,1,0.0005112642094104177,1.4937500000000001,2.231,3.4215,-0.00019351464435194248,0.023043640997135004,False,False,False,False,True,False,5976,5550
sudden_jump_rate,25,10208550,Track,500,2,1,0.0009350131017737087,1.52925,2.3225000000000002,3.5100000000000002,-0.01053167402321396,0.022242500508285374,False,False,False,False,True,False,6118,5665
sudden_jump_rate,26,11208550,Track,500,2,1,0.01912842539930728,1.552,2.4035,3.801,-0.003353092783505146,0.023471560280300764,False,False,False,False,True,False,6209,5728
correlated_bursts,0,2002200,Hold,500,2,0.2,0.000125,0.327,1.474,9.1515,4.180645259938838,0.26139409295090643,True,False,False,False,False,False,1309,604
correlated_bursts,1,2202200,Hold,500,2,0.2,0.000125,0.32625,1.4255,8.607,4.043098659003832,0.2571613170570831,True,False,False,False,False,True,1306,609
correlated_bursts,2,2402200,Hold,500,2,0.2,0.000125,0.31675000000000003,1.3805,9.153,4.041576756116811,0.33560860486686167,True,False,False,False,False,False,1268,589
correlated_bursts,3,2602200,Hold,500,2,0.2,0.000125,0.3125,1.328,8.742,3.9371,0.33924300788389605,True,False,False,False,False,False,1251,586
correlated_bursts,4,2802200,Hold,500,2,0.2,0.00015286243782087548,0.315,1.355,8.976,3.986587301587301,0.3368710359763255,True,False,False,False,False,True,1261,589
correlated_bursts,5,3002200,Hold,500,2,0.2,0.000125,0.299,1.291,8.73,4.018725752508361,0.35416752526932255,True,False,False,False,False,True,1197,563
correlated_bursts,6,3202200,Hold,500,2,0.2,0.000125,0.295,1.3475,9.870000000000001,4.272796610169491,0.3890499721414205,True,False,False,False,False,False,1181,547
correlated_bursts,7,3402200,Hold,500,2,0.2,0.000125,0.28375,1.26,9.033,4.156778634361233,0.3906703107385876,True,False,False,False,False,True,1136,540
correlated_bursts,8,3602200,Hold,500,2,0.2,0.00015286243782087548,0.293,1.365,10.1835,4.365703071672355,0.3927189577515398,True,False,False,False,False,True,1173,543
correlated_bursts,9,3802200,Hold,500,2,0.2,0.000125,0.30025,1.3915,10.0695,4.334221273938384,0.3697924156858592,True,False,False,False,False,True,1202,552
correlated_bursts,10,4002200,Hold,500,2,0.2,0.00015286243782087548,0.28825,1.3880000000000001,10.3755,4.527014527320035,0.38503959796373155,True,False,False,False,False,True,1154,522
correlated_bursts,11,4202200,Hold,500,2,0.2,0.000125,0.2975,1.5015,11.811,4.749558823529412,0.40534635053494716,True,False,False,False,False,True,1191,528
correlated_bursts,12,4402200,Hold,500,2,0.2,0.000125,0.29175,1.4685000000000001,11.0715,4.741669023136247,0.3674250195277997,True,False,False,False,False,False,1168,531
correlated_bursts,13,4602200,Hold,500,2,0.2,0.000125,0.29925,1.489,11.172,4.67652276524645,0.36399209901109225,True,False,False,False,False,True,1198,548
correlated_bursts,14,4802200,Hold,500,2,0.2,0.000125,0.2895,1.4305,10.8705,4.651778065630398,0.3769230241854363,True,False,False,False,False,True,1159,541
correlated_bursts,15,5002200,Hold,8000,2,0.2,0.000125,0.30625,1.5385,11.802,4.717423469387755,0.366292322426858,True,False,False,False,False,True,1226,569
correlated_bursts,16,5202200,Hold,8000,2,0.2,0.00015286243782087548,4.652,44.608000000000004,591.552,4.936993981083405,0.659060133593186,True,False,False,False,False,False,1164,546
correlated_bursts,17,5402200,Hold,8000,2,0.2,0.000125,4.684,44.584,587.4,4.834360375747225,0.6531662787713256,True,False,False,False,False,True,1172,538
correlated_bursts,18,5602200,Hold,8000,2,0.2,0.000125,4.596,41.848,500.64,4.509308964316797,0.47625571593011023,True,False,False,False,False,True,1150,528
correlated_bursts,19,5802200,Hold,8000,2,0.2,0.000125,4.276,36.44,397.8,4.24598316183349,0.43121956066367484,True,False,False,False,False,False,1070,497
correlated_bursts,20,6002200,Hold,8000,2,0.2,0.000125,4.368,38.4,463.752,4.42320879120879,0.5842704682375136,True,False,False,False,False,True,1093,514
correlated_bursts,21,6202200,Hold,8000,2,0.2,0.00015286243782087548,4.516,40.864000000000004,493.824,4.532715677590789,0.5514643387212798,True,False,False,False,False,True,1130,527
correlated_bursts,22,6402200,Hold,8000,2,0.2,0.00018693539917232817,4.992,49.664,649.344,4.956717948717949,0.5407580279475132,True,False,False,False,False,True,1249,562
correlated_bursts,23,6602200,Hold,4000,2,0.2,0.00018693539917232817,5.0200000000000005,52.512,728.184,5.440557768924301,0.5824755151775108,True,False,False,False,False,True,1256,562
correlated_bursts,24,6802200,Hold,4000,2,0.2,0.00018693539917232817,2.596,18.972,193.16400000000002,4.712166409861325,0.46433504814218407,True,False,False,False,False,True,1299,566
correlated_bursts,25,7002200,Hold,32000,2,0.2,0.00018693539917232817,2.544,18.416,187.14000000000001,4.694993710691824,0.47445071179422676,True,False,False,False,False,True,1273,549
correlated_bursts,26,7202200,Hold,32000,2,0.2,0.00015286243782087548,22.225806451612904,645.258064516129,22357.06451612903,6.80612388220422,1.2475724503912982,True,False,False,False,False,True,1391,584
correlated_bursts,27,7402200,Hold,4000,2,0.2,0.00015286243782087548,22.016129032258064,642.2258064516129,21800.8064516129,7.154566938437909,1.1641684853329544,True,False,False,False,False,True,1369,577
correlated_bursts,28,7602200,Hold,4000,2,0.2,0.00015286243782087548,2.712,20.336000000000002,217.18800000000002,4.786525073746313,0.4847569002216567,True,False,False,False,False,True,1357,587
correlated_bursts,29,7802200,Hold,4000,2,0.2,0.00015286243782087548,2.748,20.5,217.824,4.711970887918485,0.4794748861088687,True,False,False,False,False,True,1375,592
correlated_bursts,30,8002200,Hold,4000,2,0.2,0.00015286243782087548,2.7880000000000003,20.824,213.204,4.681153515064562,0.4343386580949543,True,False,False,False,False,True,1395,594
correlated_bursts,31,8202200,Hold,4000,2,0.2,0.000125,2.72,19.252,193.18800000000002,4.357941176470587,0.44995939745657704,True,False,False,False,False,True,1361,599
correlated_bursts,32,8402200,Hold,4000,2,0.2,0.00015286243782087548,2.582,18.492,198.528,4.579890007745934,0.521751936661314,True,False,False,False,False,False,1292,577
correlated_bursts,33,8602200,Hold,4000,2,0.2,0.000125,2.596,18.716,200.64000000000001,4.6135531587057015,0.5172721897928512,True,False,False,False,False,True,1299,577
correlated_bursts,34,8802200,Hold,4000,2,0.2,0.00015286243782087548,2.562,18.272000000000002,190.32,4.56992818110851,0.4916203310090003,True,False,False,False,False,False,1282,577
correlated_bursts,35,9002200,Hold,4000,2,0.2,0.000125,2.63,18.524,189.42000000000002,4.413346007604564,0.479262177587395,True,False,False,False,False,True,1316,593
correlated_bursts,36,9202200,Hold,8000,2,0.2,0.00018693539917232817,2.524,17.088,167.172,4.246206022187005,0.46162821116766617,True,False,False,False,False,True,1263,588
correlated_bursts,37,9402200,Hold,8000,2,0.2,0.000125,5.172,48.2,590.4,4.147412219644239,0.470537410921757,True,False,False,False,False,True,1294,597
correlated_bursts,38,9602200,Hold,4000,2,0.2,0.00018693539917232817,5.16,48.752,603.528,4.288062015503876,0.4743044258204548,True,False,False,False,False,False,1291,583
correlated_bursts,39,9802200,Hold,4000,2,0.2,0.00015286243782087548,2.606,18.996,195.168,4.683332310053722,0.4555353808324518,True,False,False,False,False,True,1304,595
